guesses,green_expected,yellow_expected
dedal,0.322678186,0.974082073
deeds,0.274298056,0.691576674
deedy,0.415982721,0.46349892
deely,0.456155508,0.693304536
deems,0.273866091,0.811231102
deens,0.323110151,0.870842333
deeps,0.266090713,0.839740821
deere,0.477321814,0.576241901
deers,0.310151188,1.007775378
deets,0.304535637,0.939956803
deeve,0.431533477,0.324838013
deevs,0.264362851,0.75637149
defat,0.342980562,1.041900648
deffo,0.203455724,0.801295896
defis,0.247084233,1.003455724
defog,0.238012959,0.886825054
degas,0.267386609,1.13650108
degum,0.234989201,0.836285097
degus,0.232397408,0.976673866
deice,0.515766739,0.647084233
deids,0.312742981,0.858315335
deify,0.439740821,0.724406048
deils,0.352915767,1.08812095
deism,0.358963283,0.931317495
deist,0.450107991,0.999568035
deked,0.34600432,0.440604752
dekes,0.310583153,0.733045356
dekko,0.206479482,0.79049676
deled,0.388768898,0.590064795
deles,0.353347732,0.8825054
delfs,0.231101512,1.019438445
delft,0.324838013,0.947300216
delis,0.284233261,1.156803456
dells,0.285961123,0.906263499
delly,0.427645788,0.678185745
delos,0.27300216,1.179265659
delph,0.282073434,0.926133909
delts,0.276025918,1.173650108
deman,0.305399568,1.068682505
demes,0.33174946,0.753347732
demic,0.260475162,0.956803456
demit,0.35637149,0.955507559
demob,0.240604752,0.909719222
demoi,0.240604752,1.073866091
demos,0.251403888,1.050107991
dempt,0.309719222,0.872138229
denar,0.374514039,1.232397408
denay,0.440172786,0.985313175
dench,0.338228942,0.872138229
denes,0.365442765,0.828509719
denet,0.459179266,0.75637149
denis,0.296328294,1.102807775
dents,0.28812095,1.119654428
deoxy,0.416414687,0.685961123
derat,0.402591793,1.254859611
deray,0.450539957,1.098920086
dered,0.411231102,0.649676026
deres,0.375809935,0.942116631
derig,0.308855292,1.077321814
derma,0.279913607,1.218142549
derms,0.267818575,1.104535637
derns,0.317062635,1.164146868
derny,0.4587473,0.936069114
deros,0.295464363,1.23887689
derro,0.313606911,0.98012959
derry,0.445788337,0.737365011
derth,0.342980562,1.085961123
dervs,0.258315335,1.049676026
desex,0.327861771,0.644492441
deshi,0.203887689,1.121382289
desis,0.270842333,0.91187905
desks,0.226349892,0.764146868
desse,0.443196544,0.534341253
devas,0.259611231,1.079049676
devel,0.378401728,0.655291577
devis,0.257451404,0.968466523
devon,0.286825054,0.921382289
devos,0.246220302,0.990928726
devot,0.339956803,0.918790497
dewan,0.290280778,1.03887689
dewar,0.325701944,1.127429806
dewax,0.237580994,0.869978402
dewed,0.352051836,0.431101512
dexes,0.310583153,0.661771058
dexie,0.408639309,0.576673866
dhaba,0.280777538,0.580561555
dhaks,0.282073434,0.787473002
dhals,0.328293737,0.933477322
dhikr,0.340388769,0.711447084
dhobi,0.230669546,0.778401728
dhole,0.46825054,0.881209503
dholl,0.352915767,0.571490281
dhols,0.301079914,0.859179266
dhoti,0.280345572,0.901511879
dhows,0.241900648,0.722678186
dhuti,0.246220302,0.842332613
diact,0.442764579,0.870410367
dials,0.353347732,1.024190065
diane,0.529157667,0.995680346
diazo,0.301511879,0.835853132
dibbs,0.18574514,0.641036717
diced,0.347732181,0.750323974
dicer,0.388336933,1.061771058
dices,0.312311015,1.042764579
dicht,0.280777538,0.803887689
dicks,0.198704104,0.787904968
dicky,0.340388769,0.559827214
dicot,0.325701944,0.885961123
dicta,0.247084233,1.066090713
dicts,0.234989201,0.952483801
dicty,0.376673866,0.724406048
diddy,0.354643629,0.274730022
didie,0.418574514,0.496328294
didos,0.240172786,0.76587473
didst,0.350323974,0.653131749
diebs,0.237580994,1.039308855
diels,0.297192225,1.143844492
diene,0.47300216,0.733909287
diets,0.287257019,1.162419006
diffs,0.176673866,0.627645788
dight,0.285529158,0.735205184
dikas,0.226349892,0.958963283
diked,0.328725702,0.663066955
diker,0.369330454,0.974514039
dikes,0.293304536,0.955507559
dikey,0.434989201,0.727429806
dildo,0.238012959,0.780993521
dilli,0.257883369,0.501943844
dills,0.268682505,0.747300216
dimbo,0.196976242,0.777105832
dimer,0.39049676,0.994816415
dimes,0.314470842,0.975809935
dimps,0.198704104,0.785313175
dinar,0.357235421,1.073434125
dined,0.383585313,0.758531317
dines,0.348164147,1.050971922
dinge,0.410799136,0.851403888
dings,0.24362851,0.82937365
dinic,0.276889849,0.603887689
dinks,0.234557235,0.796112311
dinky,0.376241901,0.568034557
dinna,0.301511879,0.777537797
dinos,0.267818575,0.966306695
dints,0.270842333,0.960691145
diols,0.326133909,0.949892009
diota,0.328293737,1.082073434
dippy,0.339092873,0.438012959
dipso,0.2587473,0.887257019
diram,0.294168467,1.027645788
direr,0.434557235,0.847948164
dirke,0.412095032,0.93174946
dirks,0.244924406,0.909719222
dirls,0.291144708,1.055723542
dirts,0.281209503,1.074298056
disas,0.255723542,0.86349892
disci,0.240172786,0.669546436
discs,0.250971922,0.669546436
dishy,0.339092873,0.710583153
disks,0.209071274,0.605183585
disme,0.381857451,0.908423326
dital,0.320950324,1.078185745
ditas,0.269114471,1.117062635
dited,0.371490281,0.821166307
dites,0.336069114,1.113606911
ditsy,0.413822894,0.760259179
ditts,0.2587473,0.761555076
ditzy,0.349028078,0.573650108
divan,0.282937365,0.850539957
divas,0.242332613,0.920086393
dived,0.344708423,0.624190065
dives,0.309287257,0.91663067
divis,0.240172786,0.540388769
divna,0.262634989,0.870842333
divos,0.228941685,0.831965443
divot,0.322678186,0.759827214
divvy,0.333477322,0.352051836
diwan,0.27300216,0.879913607
dixie,0.391360691,0.530021598
dixit,0.317926566,0.435853132
diyas,0.233693305,1.044492441
dizen,0.333477322,0.81425486
djinn,0.298488121,0.4
djins,0.257883369,0.697192225
doabs,0.32699784,0.89762419
doats,0.376673866,1.020734341
dobby,0.360691145,0.390928726
dobes,0.34600432,0.942116631
dobie,0.444060475,0.857019438
dobla,0.290712743,0.946868251
dobra,0.286393089,1.033261339
dobro,0.283801296,0.678617711
docht,0.314038877,0.781857451
docks,0.231965443,0.76587473
docos,0.265226782,0.680345572
docus,0.24362851,0.864362851
doddy,0.387904968,0.252699784
dodos,0.273434125,0.48812095
doeks,0.284233261,0.975809935
doers,0.326133909,1.208207343
doest,0.427645788,1.033261339
doeth,0.365010799,0.993088553
doffs,0.209935205,0.605615551
dogan,0.323974082,0.885961123
doges,0.350323974,0.952051836
dogey,0.492008639,0.723974082
doggo,0.255291577,0.364578834
doggy,0.387473002,0.377537797
dogie,0.44838013,0.866954644
dohyo,0.198704104,0.630669546
doilt,0.462634989,0.834989201
doily,0.510583153,0.679049676
doits,0.358963283,0.925701944
dojos,0.242332613,0.521382289
dolce,0.464794816,0.914470842
dolci,0.286825054,0.916198704
doled,0.40475162,0.79049676
doles,0.369330454,1.082937365
dolia,0.312311015,1.089416847
dolls,0.301943844,0.725269978
dolma,0.273434125,0.977537797
dolor,0.365010799,0.761555076
dolos,0.288984881,0.742548596
dolts,0.292008639,0.992656587
domal,0.332613391,0.918358531
domed,0.383153348,0.661339093
domes,0.347732181,0.953779698
domic,0.276457883,0.775809935
donah,0.358963283,0.885097192
donas,0.314470842,1.032397408
donee,0.548596112,0.669546436
doner,0.457451404,1.047948164
donga,0.288984881,0.920950324
dongs,0.276889849,0.807343413
donko,0.277321814,0.533045356
donna,0.334773218,0.755507559
donne,0.489848812,0.663930886
donny,0.464362851,0.413822894
donsy,0.459179266,0.675593952
doobs,0.299784017,0.567602592
dooce,0.52224622,0.612526998
doody,0.460907127,0.21425486
dooks,0.313174946,0.526133909
doole,0.526565875,0.694168467
dools,0.359395248,0.672138229
dooly,0.501079914,0.444060475
dooms,0.318790497,0.561987041
doomy,0.460475162,0.333909287
doona,0.38012959,0.735205184
doorn,0.395680346,0.688984881
doors,0.355075594,0.758531317
doozy,0.439740821,0.241036717
dopas,0.279481641,0.979265659
doped,0.381857451,0.68336933
doper,0.422462203,0.994816415
dopes,0.346436285,0.975809935
dorad,0.360259179,0.853563715
dorba,0.276889849,1.042764579
dorbs,0.264794816,0.929157667
doree,0.558963283,0.783153348
dores,0.391792657,1.142548596
doric,0.320518359,0.964578834
doris,0.322678186,1.035421166
dorks,0.278185745,0.887688985
dorky,0.41987041,0.659611231
dorms,0.283801296,0.923542117
dormy,0.425485961,0.695464363
dorps,0.276025918,0.952051836
dorrs,0.320086393,0.784449244
dorsa,0.339956803,1.130885529
dorse,0.495032397,1.039308855
dorts,0.314470842,1.052267819
dorty,0.456155508,0.824190065
dosai,0.278185745,1.110583153
dosas,0.288984881,0.841468683
dosed,0.391360691,0.790928726
doseh,0.400431965,0.936069114
doser,0.431965443,1.10237581
doses,0.355939525,0.838012959
dosha,0.242764579,1.030237581
dotal,0.354211663,1.056155508
doted,0.40475162,0.799136069
doter,0.445356371,1.110583153
dotes,0.369330454,1.091576674
dotty,0.433693305,0.511447084
douar,0.401727862,1
douce,0.48812095,0.809071274
doucs,0.320950324,0.787041037
douks,0.279049676,0.722678186
doula,0.337365011,0.982289417
douma,0.296760259,0.872138229
doums,0.284665227,0.758531317
doups,0.276889849,0.787041037
doura,0.333045356,1.068682505
douse,0.495896328,0.874298056
douts,0.315334773,0.887257019
doved,0.377969762,0.602159827
doven,0.383153348,0.825053996
dover,0.418574514,0.913606911
doves,0.342548596,0.894600432
dovie,0.440604752,0.80950324
dowar,0.341684665,0.946436285
dowds,0.225053996,0.585313175
dowed,0.368034557,0.631533477
dower,0.408639309,0.942980562
dowie,0.430669546,0.83887689
dowle,0.432397408,0.837149028
dowls,0.265226782,0.81511879
dowly,0.406911447,0.587041037
downa,0.285961123,0.878185745
downs,0.273866091,0.764578834
dowps,0.216846652,0.733477322
dowse,0.435853132,0.820734341
dowts,0.255291577,0.833693305
doxed,0.361987041,0.569762419
doxes,0.326565875,0.862203024
doxie,0.42462203,0.777105832
doyen,0.374514039,0.949460043
doyly,0.408207343,0.505399568
dozed,0.361555076,0.569330454
dozer,0.402159827,0.880777538
dozes,0.326133909,0.861771058
drabs,0.321814255,0.973650108
drack,0.410367171,0.784017279
draco,0.386609071,1.011231102
draff,0.32224622,0.689848812
drags,0.344276458,0.965442765
drail,0.431533477,1.041036717
drams,0.340820734,0.968034557
drant,0.483801296,0.955507559
draps,0.333045356,0.996544276
drats,0.371490281,1.096760259
drave,0.498488121,0.935205184
draws,0.32224622,0.941684665
drays,0.312742981,1.047516199
drear,0.401727862,0.993520518
dreck,0.354211663,0.903671706
dreed,0.428077754,0.632829374
dreer,0.468682505,0.608639309
drees,0.392656587,0.925269978
dregs,0.28812095,1.085097192
dreks,0.279049676,1.051835853
drent,0.427645788,1.075161987
drere,0.48812095,0.589200864
drest,0.422462203,1.109287257
dreys,0.256587473,1.167170626
dribs,0.304103672,0.878617711
drice,0.526565875,0.923542117
dries,0.431101512,1.092008639
drily,0.505399568,0.755075594
drips,0.315334773,0.901511879
dript,0.409071274,0.82937365
droid,0.387904968,0.713174946
droil,0.404319654,0.966738661
droke,0.475161987,0.879913607
drole,0.521382289,1.025917927
drome,0.480777538,0.915766739
drony,0.504535637,0.725269978
droob,0.330453564,0.631965443
droog,0.343412527,0.633261339
drook,0.374514039,0.559827214
drops,0.305831533,0.92224622
dropt,0.399568035,0.850107991
drouk,0.352915767,0.743844492
drows,0.295032397,0.867386609
drubs,0.260475162,0.840172786
drugs,0.282937365,0.831965443
drums,0.279481641,0.834557235
drupe,0.43887689,0.885097192
druse,0.490712743,0.950323974
drusy,0.465226782,0.700215983
druxy,0.393088553,0.521814255
dryad,0.297192225,0.806047516
dryas,0.261771058,1.098488121
dsobo,0.195680346,0.671706263
dsomo,0.214686825,0.666090713
duads,0.306263499,0.719222462
duals,0.346436285,0.949028078
duans,0.355075594,0.898488121
duars,0.342116631,1.035421166
dubbo,0.188336933,0.580561555
ducal,0.290280778,0.932181425
ducat,0.332181425,0.898920086
duces,0.305399568,0.967602592
ducks,0.191792657,0.712742981
ducky,0.333477322,0.484665227
ducts,0.228077754,0.877321814
duddy,0.347732181,0.199568035
duded,0.349028078,0.473866091
dudes,0.313606911,0.77537797
duels,0.290280778,1.068682505
duets,0.280345572,1.087257019
duett,0.374082073,0.753347732
duffs,0.169762419,0.552483801
dufus,0.190064795,0.52699784
duing,0.339524838,0.664362851
duits,0.318790497,0.872570194
dukas,0.219438445,0.883801296
duked,0.321814255,0.587904968
dukes,0.286393089,0.880345572
dukka,0.18488121,0.655291577
dulce,0.42462203,0.861339093
dules,0.329157667,1.029805616
dulia,0.272138229,1.036285097
dulls,0.261771058,0.672138229
dulse,0.432397408,0.926565875
dumas,0.240604752,0.904103672
dumbo,0.190064795,0.701943844
dumbs,0.180561555,0.687257019
dumka,0.206047516,0.759395248
dumky,0.335637149,0.417710583
dumps,0.191792657,0.710151188
dunam,0.276889849,0.83887689
dunch,0.314038877,0.638012959
dunes,0.3412527,0.975809935
dungs,0.236717063,0.754211663
dungy,0.378401728,0.526133909
dunks,0.227645788,0.720950324
dunno,0.292008639,0.603455724
dunny,0.424190065,0.360691145
dunsh,0.321814255,0.703239741
dunts,0.263930886,0.885529158
duomi,0.267818575,0.788336933
duomo,0.28812095,0.523542117
duped,0.341684665,0.630237581
duper,0.382289417,0.941684665
dupes,0.306263499,0.922678186
duple,0.406047516,0.835853132
duply,0.380561555,0.58574514
duppy,0.332181425,0.362850972
dural,0.33650108,1.05399568
duras,0.284665227,1.09287257
dured,0.387041037,0.796976242
dures,0.35161987,1.089416847
durgy,0.388768898,0.639740821
durns,0.29287257,0.930021598
duroc,0.269114471,0.933909287
duros,0.271274298,1.00475162
duroy,0.412958963,0.776673866
durra,0.292008639,0.844924406
durrs,0.279913607,0.731317495
durry,0.421598272,0.503239741
durst,0.381425486,0.892008639
durum,0.252267819,0.599568035
durzi,0.212095032,0.801295896
dusks,0.202159827,0.530021598
dusts,0.238444924,0.694600432
duxes,0.286393089,0.809071274
dwaal,0.337365011,0.608207343
dwale,0.452267819,0.918790497
dwalm,0.287688985,0.75637149
dwams,0.244492441,0.786609071
dwang,0.295896328,0.70712743
dwaum,0.253131749,0.708855292
dweeb,0.285529158,0.603455724
dwile,0.434557235,0.823758099
dwine,0.443196544,0.773218143
dyads,0.235853132,0.772354212
dyers,0.215550756,1.208207343
dyked,0.251403888,0.641036717
dykes,0.215982721,0.933477322
dykey,0.357667387,0.528725702
dykon,0.176241901,0.779265659
dynel,0.322678186,0.990064795
dynes,0.270842333,1.028941685
dzhos,0.125269978,0.77062635
eagre,0.439308855,0.974082073
ealed,0.398272138,0.963282937
eales,0.362850972,1.105399568
eaned,0.410367171,0.909287257
eards,0.27775378,1.358099352
eared,0.420734341,1.022894168
earls,0.317926566,1.437580994
earns,0.326565875,1.387041037
earnt,0.420302376,1.314902808
earst,0.41511879,1.349028078
eased,0.38488121,0.963714903
easer,0.425485961,1.124838013
eases,0.349460043,0.860475162
easle,0.44924406,1.019006479
easts,0.272138229,1.15161987
eathe,0.40475162,0.969330454
eaved,0.371490281,0.774946004
eaves,0.336069114,0.917062635
ebbed,0.250971922,0.559827214
ebbet,0.309287257,0.629805616
ebons,0.237580994,1.128293737
ebook,0.24924406,0.734773218
ecads,0.226349892,1.241468683
eched,0.240604752,0.806479482
eches,0.205183585,0.948596112
echos,0.124838013,1.245356371
ecrus,0.169762419,1.304967603
edema,0.173218143,1.037580994
edged,0.257019438,0.571922246
edger,0.29762419,0.88336933
edges,0.221598272,0.864362851
edile,0.407343413,0.841468683
edits,0.230237581,1.219438445
educe,0.359395248,0.721382289
educt,0.285961123,1.008639309
eejit,0.314470842,0.794816415
eensy,0.426349892,0.787904968
eeven,0.350323974,0.483801296
eevns,0.250971922,0.847516199
effed,0.233693305,0.554643629
egads,0.21425486,1.189632829
egers,0.193952484,1.093736501
egest,0.295464363,0.918790497
eggar,0.227213823,1.11663067
egged,0.253563715,0.57062635
egger,0.294168467,0.73174946
egmas,0.148596112,1.224190065
ehing,0.304535637,0.961555076
eider,0.379697624,0.951187905
eidos,0.223326134,1.228941685
eigne,0.408639309,0.768034557
eiked,0.31187905,0.744708423
eikon,0.236717063,1.114038877
eilds,0.211663067,1.22937365
eisel,0.357667387,0.997840173
ejido,0.201727862,0.995680346
ekkas,0.126565875,1.078617711
elain,0.374946004,1.269546436
eland,0.38012959,1.144708423
elans,0.344708423,1.286825054
elchi,0.158963283,1.212958963
eldin,0.274730022,1.137365011
elemi,0.228509719,0.989200864
elfed,0.317062635,0.7412527
eliad,0.354211663,1.212526998
elint,0.420734341,1.119654428
elmen,0.337796976,0.838012959
eloge,0.43887689,0.790928726
elogy,0.413390929,0.92224622
eloin,0.347732181,1.19524838
elops,0.260475162,1.181425486
elpee,0.463066955,0.498056156
elsin,0.276889849,1.241900648
elute,0.431965443,0.863066955
elvan,0.265658747,1.163714903
elven,0.332613391,0.778833693
elver,0.368034557,0.867386609
elves,0.292008639,0.84838013
emacs,0.261339093,1.17537797
embar,0.23412527,1.219438445
embay,0.299784017,0.972354212
embog,0.146868251,0.973218143
embow,0.13650108,0.937796976
embox,0.132613391,0.873866091
embus,0.123110151,1.040604752
emeer,0.352915767,0.669546436
emend,0.253563715,0.802591793
emerg,0.207343413,0.942548596
emery,0.346868251,0.853563715
emeus,0.174946004,0.947732181
emics,0.24362851,1.080345572
emirs,0.24362851,1.24838013
emits,0.238012959,1.180561555
emmas,0.159827214,1.089848812
emmer,0.302807775,0.723974082
emmet,0.320518359,0.632829374
emmew,0.218574514,0.530453564
emmys,0.090712743,0.946868251
emoji,0.158531317,1.007775378
emong,0.24924406,0.993088553
emote,0.395680346,0.841900648
emove,0.355507559,0.658315335
empts,0.148164147,1.140388769
emule,0.371490281,0.764146868
emure,0.367170626,0.850539957
emyde,0.272570194,0.726133909
emyds,0.105399568,1.085529158
enarm,0.285097192,1.290712743
enate,0.444060475,1.003887689
ended,0.289416847,0.647516199
ender,0.330021598,0.958963283
endew,0.245788337,0.765442765
endue,0.319222462,0.805615551
enews,0.171490281,0.946436285
enfix,0.151187905,0.926565875
eniac,0.267386609,1.291144708
enlit,0.294168467,1.246220302
enmew,0.239740821,0.740388769
ennog,0.203455724,0.920086393
enoki,0.202591793,1.148164147
enols,0.259611231,1.270410367
enorm,0.257883369,1.216414687
enows,0.200431965,1.133909287
enrol,0.26349892,1.361555076
ensew,0.247948164,0.869978402
ensky,0.284233261,0.942980562
entia,0.212526998,1.440604752
enure,0.388336933,0.938228942
enurn,0.261771058,1.000431965
envoi,0.15161987,1.176241901
enzym,0.09287257,0.924406048
eorls,0.307559395,1.346436285
eosin,0.310583153,1.219438445
epact,0.365010799,1.114038877
epees,0.286825054,0.661339093
ephah,0.191792657,0.973650108
ephas,0.147300216,1.280345572
ephod,0.169330454,1.050107991
ephor,0.209935205,1.211231102
epics,0.253563715,1.091144708
epode,0.37537797,0.754643629
epopt,0.293736501,0.898488121
epris,0.211663067,1.301079914
eques,0.257451404,0.749028078
equid,0.223758099,0.881209503
erbia,0.266954644,1.337365011
erevs,0.258315335,0.964146868
ergon,0.288552916,1.186609071
ergos,0.247948164,1.256155508
ergot,0.341684665,1.184017279
erhus,0.201295896,1.24362851
erica,0.354643629,1.327861771
erick,0.375809935,1.001727862
erics,0.342548596,1.21425486
ering,0.357667387,1.106263499
erned,0.394816415,0.894168467
ernes,0.359395248,1.036285097
erose,0.507991361,0.940820734
erred,0.405183585,0.672138229
erses,0.333909287,0.845356371
eruct,0.392656587,1.103671706
erugo,0.275593952,1.159395248
eruvs,0.253131749,1.092440605
erven,0.36112311,0.832397408
ervil,0.303239741,1.137365011
escar,0.224190065,1.445356371
escot,0.228509719,1.266090713
esile,0.405615551,0.949892009
eskar,0.205183585,1.358099352
esker,0.272138229,0.973218143
esnes,0.250971922,0.804319654
esses,0.225485961,0.593088553
estoc,0.15637149,1.338228942
estop,0.167170626,1.28336933
estro,0.176673866,1.485961123
etage,0.412526998,0.927429806
etape,0.401295896,0.958531317
etats,0.272570194,1.15637149
etens,0.234989201,1.087257019
ethal,0.206047516,1.373218143
ethne,0.329589633,0.889848812
ethyl,0.136933045,1.230237581
etics,0.260475162,1.222894168
etnas,0.210367171,1.429805616
ettin,0.236717063,1.050539957
ettle,0.365010799,0.758963283
etuis,0.219438445,1.267818575
etwee,0.395680346,0.508423326
etyma,0.133909287,1.311015119
eughs,0.168034557,1.044924406
euked,0.304967603,0.669546436
eupad,0.257883369,1.096760259
euros,0.254427646,1.3174946
eusol,0.270410367,1.219438445
evens,0.208207343,0.890280778
evert,0.288984881,0.955075594
evets,0.189632829,0.959395248
evhoe,0.281209503,0.767602592
evils,0.238012959,1.107559395
evite,0.39524838,0.766738661
evohe,0.337796976,0.711015119
ewers,0.207775378,1.03412527
ewest,0.309287257,0.859179266
ewhow,0.118358531,0.876025918
ewked,0.24362851,0.617278618
exams,0.214686825,1.044492441
exeat,0.293304536,0.933045356
execs,0.194816415,0.811231102
exeem,0.269114471,0.407775378
exeme,0.325701944,0.351187905
exfil,0.183585313,0.936069114
exies,0.304967603,0.787041037
exine,0.413390929,0.649676026
exing,0.24838013,0.869978402
exits,0.227645788,1.078185745
exode,0.355075594,0.641468683
exome,0.354643629,0.610799136
exons,0.236717063,1.029805616
expat,0.241900648,1.059611231
expos,0.134773218,1.04362851
exude,0.320950324,0.582289417
exuls,0.193952484,1.021166307
exurb,0.178833693,0.967170626
eyass,0.262634989,1.053131749
eyers,0.198704104,1.139524838
eyots,0.222030238,1.259179266
eyras,0.197408207,1.4587473
eyres,0.264362851,1.073866091
eyrie,0.362419006,0.988768898
eyrir,0.271274298,1.031533477
ezine,0.408207343,0.65399568
fabby,0.381425486,0.400863931
faced,0.401727862,0.888552916
facer,0.442332613,1.049676026
faces,0.366306695,1.030669546
facia,0.309287257,0.675161987
facta,0.301079914,0.692008639
facts,0.288984881,0.940388769
faddy,0.408639309,0.422030238
faded,0.409935205,0.696328294
fader,0.450539957,1.007775378
fades,0.374514039,0.988768898
fadge,0.437149028,0.789200864
fados,0.294168467,0.904103672
faena,0.371922246,0.832829374
faery,0.488552916,0.990064795
faffs,0.230669546,0.52699784
faffy,0.372354212,0.298920086
faggy,0.408207343,0.387473002
fagin,0.342548596,0.785313175
fagot,0.384449244,0.805183585
faiks,0.343412527,0.771058315
fails,0.389632829,0.917062635
faine,0.565442765,0.888552916
fains,0.398272138,0.866522678
fairs,0.385313175,1.003455724
faked,0.382721382,0.801295896
faker,0.423326134,0.962419006
fakes,0.347300216,0.943412527
fakey,0.488984881,0.715334773
fakie,0.445356371,0.858315335
fakir,0.354211663,0.855291577
falaj,0.307559395,0.495032397
falls,0.322678186,0.735205184
famed,0.403887689,0.821598272
fames,0.368466523,0.963714903
fanal,0.387041037,0.641468683
fands,0.294600432,0.850539957
fanes,0.402159827,1.03887689
fanga,0.309719222,0.568898488
fango,0.30712743,0.831965443
fangs,0.29762419,0.817278618
fanks,0.288552916,0.784017279
fanon,0.362419006,0.657019438
fanos,0.321814255,0.954211663
fanum,0.302807775,0.742116631
faqir,0.349460043,0.785313175
farad,0.380993521,0.651835853
farci,0.330021598,0.98574514
farcy,0.4825054,0.733909287
fards,0.304967603,0.964146868
fared,0.447948164,1.010367171
farer,0.488552916,0.835853132
fares,0.412526998,1.152483801
farle,0.512311015,1.065658747
farls,0.345140389,1.04362851
farms,0.304535637,0.933477322
faros,0.332181425,1.067818575
farro,0.350323974,0.809071274
farse,0.515766739,1.04924406
farts,0.335205184,1.062203024
fasci,0.294168467,0.926565875
fasti,0.288552916,1.026781857
fasts,0.299352052,0.757667387
fated,0.425485961,0.959395248
fates,0.390064795,1.101511879
fatly,0.464362851,0.764578834
fatso,0.335637149,0.990928726
fatwa,0.275593952,0.607775378
faugh,0.353347732,0.618574514
fauld,0.381425486,0.73650108
fauns,0.354643629,0.828077754
faurd,0.377105832,0.822894168
fauts,0.336069114,0.897192225
fauve,0.463066955,0.735637149
favas,0.296328294,0.54600432
favel,0.41511879,0.865658747
faver,0.439308855,0.923542117
faves,0.363282937,0.904535637
favus,0.261339093,0.748164147
fawns,0.294600432,0.774514039
fawny,0.436285097,0.546436285
faxed,0.382721382,0.730021598
faxes,0.347300216,0.872138229
fayed,0.390064795,0.886825054
fayer,0.430669546,1.047948164
fayne,0.463066955,0.891576674
fayre,0.450107991,1.028509719
fazed,0.382289417,0.729589633
fazes,0.346868251,0.871706263
feals,0.380993521,1.101943844
feare,0.543844492,0.828941685
fears,0.376673866,1.188336933
feart,0.470410367,1.116198704
fease,0.55161987,0.726133909
feats,0.371058315,1.120518359
feaze,0.486825054,0.539524838
feces,0.339956803,0.739092873
fecht,0.308423326,0.881641469
fecit,0.364578834,0.9412527
fecks,0.226349892,0.865658747
fedex,0.336069114,0.4587473
feebs,0.265226782,0.735637149
feeds,0.284665227,0.760691145
feels,0.324838013,0.840172786
feens,0.333477322,0.789632829
feers,0.320518359,0.926565875
feese,0.495464363,0.392224622
feeze,0.430669546,0.205615551
fehme,0.378833693,0.532613391
feint,0.465658747,0.884233261
feist,0.460475162,0.918358531
felch,0.33650108,0.844924406
felid,0.330021598,0.933477322
fells,0.296328294,0.825053996
felly,0.438012959,0.596976242
felts,0.286393089,1.092440605
felty,0.428077754,0.864362851
femal,0.32699784,1.018142549
femes,0.342116631,0.672138229
femmy,0.375809935,0.484233261
fends,0.26825054,0.940388769
fendy,0.409935205,0.712311015
fenis,0.306695464,1.021598272
fenks,0.262203024,0.873866091
fenny,0.4587473,0.513606911
fents,0.298488121,1.038444924
feods,0.313606911,0.948164147
feoff,0.294600432,0.55075594
ferer,0.462203024,0.544276458
feres,0.386177106,0.860907127
feria,0.329157667,1.248812095
ferly,0.460475162,0.905399568
fermi,0.267386609,1.047084233
ferms,0.278185745,1.023326134
ferns,0.327429806,1.082937365
ferny,0.469114471,0.854859611
fesse,0.453563715,0.453131749
festa,0.285097192,1.206479482
fests,0.27300216,0.847516199
festy,0.414686825,0.864794816
fetas,0.296760259,1.194816415
feted,0.399136069,0.667818575
fetes,0.363714903,0.809935205
fetor,0.359395248,1.125701944
fetta,0.298488121,0.952915767
fetts,0.286393089,0.839308855
fetwa,0.24924406,1.059611231
feuar,0.396112311,1.099784017
feuds,0.279481641,0.888984881
feued,0.422462203,0.553779698
feyed,0.363714903,0.59524838
feyer,0.404319654,0.75637149
feyly,0.402591793,0.605183585
fezes,0.320518359,0.58012959
fezzy,0.333477322,0.408639309
fiars,0.359395248,1.02937365
fiats,0.353779698,0.961555076
fibro,0.260907127,0.875161987
fices,0.322678186,0.961555076
fiche,0.364578834,0.816846652
fichu,0.182289417,0.740820734
ficin,0.294168467,0.515766739
ficos,0.242332613,0.876889849
fides,0.330885529,0.919654428
fidge,0.393520518,0.720086393
fidos,0.250539957,0.834989201
fiefs,0.252699784,0.847516199
fient,0.409935205,0.939956803
fiere,0.470410367,0.789632829
fiers,0.303239741,1.149028078
fiest,0.40475162,0.974082073
fifed,0.344708423,0.648812095
fifer,0.385313175,0.809935205
fifes,0.309287257,0.790928726
fifis,0.240172786,0.414686825
figgy,0.364578834,0.318358531
figos,0.247084233,0.808207343
fiked,0.339092873,0.732181425
fikes,0.303671706,0.874298056
filar,0.355507559,1.046220302
filch,0.319222462,0.685961123
filed,0.381857451,0.881641469
files,0.346436285,1.023758099
filii,0.266522678,0.391792657
filks,0.232829374,0.768898488
fille,0.446220302,0.68812095
fillo,0.288552916,0.680777538
fills,0.279049676,0.666090713
filmi,0.227645788,0.559395248
films,0.238444924,0.80475162
filos,0.266090713,0.939092873
filum,0.247084233,0.72699784
finca,0.298920086,0.89287257
finds,0.250971922,0.781425486
fined,0.393952484,0.827645788
fines,0.358531317,0.969762419
finis,0.289416847,0.593520518
finks,0.244924406,0.714902808
finny,0.441468683,0.354643629
finos,0.278185745,0.885097192
fiord,0.367602592,0.812958963
fiqhs,0.173650108,0.637580994
